Ticket Number,Site Name,Category,Service Type,Downtime (Mins),Start Time (Down),End Time (Up),Issue Detail,Notes
"N/A","Customer Terasys Virtual","RerouteLink Upstream","Internet",0,"22/8/2026, 21.04.00",Unresolved,"",""
